,ds,y
0,2008-01-30,5.976350909297934
1,2008-01-16,6.049733455231958
2,2008-01-17,6.0112671744041615
3,2008-01-14,5.953243334287785
4,2008-01-15,5.910796644040527
5,2008-01-12,5.407171771460119
6,2008-01-13,5.3230099791384085
7,2008-01-10,5.8805329864007
8,2008-01-11,5.645446897643238
9,2008-01-18,5.958424693029782
10,2008-01-19,5.3706380281276624
11,2008-01-29,5.958424693029782
12,2008-01-28,5.8916442118257715
13,2008-01-27,5.488937726156687
14,2008-01-26,5.407171771460119
15,2008-01-25,5.916202062607435
16,2008-01-24,5.966146739123692
17,2008-01-23,6.089044875446846
18,2008-01-22,5.942799375126701
19,2008-01-21,6.261491684321042
20,2008-01-20,5.666426688112432
21,2008-01-05,5.278114659230517
22,2008-01-04,5.598421958998375
23,2008-01-07,5.673323267171493
24,2008-01-06,5.313205979041787
25,2008-01-01,4.804021044733257
26,2008-01-03,5.659482215759621
27,2008-01-02,5.37989735354046
28,2008-01-09,5.811140992976701
29,2008-01-08,5.733341276897746
30,2008-02-26,6.0844994130751715
31,2008-02-29,5.976350909297934
32,2008-02-01,6.159095388491933
33,2008-02-02,5.424950017481403
34,2008-02-03,5.420534999272286
35,2008-02-04,5.916202062607435
36,2008-02-05,6.0330862217988015
37,2008-02-06,6.003887067106539
38,2008-02-07,5.8944028342648505
39,2008-02-08,6.0014148779611505
40,2008-02-09,5.5909869805108565
41,2008-02-24,5.799092654460526
42,2008-02-25,6.07073772800249
43,2008-02-22,5.921578419643816
44,2008-02-23,5.53338948872752
45,2008-02-20,6.111467339502679
46,2008-02-21,6.0330862217988015
47,2008-02-27,6.126869184114185
48,2008-02-17,5.517452896464707
49,2008-02-16,5.6131281063880705
50,2008-02-15,5.87493073085203
51,2008-02-14,6.028278520230698
52,2008-02-13,6.040254711277414
53,2008-02-12,6.093569770045136
54,2008-02-11,6.2166061010848646
55,2008-02-10,5.60947179518496
56,2008-02-19,6.173786103901937
57,2008-02-18,6.016157159698354
58,2008-03-14,6.139884552226255
59,2008-03-15,5.673323267171493
60,2008-03-16,5.7430031878094825
61,2008-03-17,6.102558594613569
62,2008-03-10,6.115892125483034
63,2008-03-11,6.182084906716632
64,2008-03-12,6.126869184114185
65,2008-03-13,6.100318952020064
66,2008-03-18,6.0330862217988015
67,2008-03-19,6.210600077024653
68,2008-03-31,6.263398262591624
69,2008-03-30,5.755742213586912
70,2008-03-09,5.713732805509369
71,2008-03-08,5.605802066295998
72,2008-03-02,5.58724865840025
73,2008-03-07,5.932245187448011
74,2008-03-06,5.978885764901122
75,2008-03-05,6.016157159698354
76,2008-03-21,5.945420608606575
77,2008-03-20,6.129050210060545
78,2008-03-23,5.568344503761097
79,2008-03-22,5.602118820879701
80,2008-03-25,6.182084906716632
81,2008-03-24,5.82600010738045
82,2008-03-27,6.104793232414985
83,2008-03-26,6.0473721790462776
84,2008-03-29,5.676753802268282
85,2008-03-28,6.025865973825314
86,2008-04-30,6.263398262591624
87,2008-04-15,6.272877006546167
88,2008-04-14,6.226536669287466
89,2008-04-17,6.263398262591624
90,2008-04-16,6.280395838960195
91,2008-04-11,6.29156913955832
92,2008-04-10,6.154858094016418
93,2008-04-13,5.765191102784844
94,2008-04-12,5.69035945432406
95,2008-04-19,5.638354669333745
96,2008-04-18,6.1092475827643655
97,2008-04-28,6.324358962381311
98,2008-04-29,6.251903883165888
99,2008-04-20,5.66988092298052
100,2008-04-21,6.133398042996649
101,2008-04-22,6.26530121273771
102,2008-04-23,6.1070228877422545
103,2008-04-24,6.182084906716632
104,2008-04-25,6.180016653652572
105,2008-04-26,5.840641657373398
106,2008-04-27,5.768320995793772
107,2008-04-06,5.849324779946859
108,2008-04-07,6.093569770045136
109,2008-04-04,6.042632833682381
110,2008-04-05,5.8522024797744745
111,2008-04-02,6.1070228877422545
112,2008-04-03,6.1903154058531475
113,2008-04-01,6.137727054086234
114,2008-04-08,6.2324480165505225
115,2008-04-09,6.218600119691729
116,2008-05-31,5.204006687076795
117,2008-05-12,6.220590170099739
118,2008-05-13,6.373319789577012
119,2008-05-10,5.998936561946683
120,2008-05-11,6.0330862217988015
121,2008-05-16,5.991464547107982
122,2008-05-17,5.170483995038151
123,2008-05-14,6.3080984415095305
124,2008-05-15,6.095824562432225
125,2008-05-18,5.017279836814924
126,2008-05-19,5.393627546352362
127,2008-05-29,5.666426688112432
128,2008-05-28,5.484796933490655
129,2008-05-23,5.327876168789581
130,2008-05-22,5.365976015021851
131,2008-05-21,5.659482215759621
132,2008-05-20,5.58724865840025
133,2008-05-27,5.583496308781699
134,2008-05-26,5.19295685089021
135,2008-05-25,5.327876168789581
136,2008-05-24,4.976733742420574
137,2008-05-01,6.089044875446846
138,2008-05-03,5.697093486505405
139,2008-05-02,6.173786103901937
140,2008-05-05,6.331501849893691
141,2008-05-04,5.908082938168931
142,2008-05-07,6.246106765481563
143,2008-05-06,6.535241271013659
144,2008-05-09,6.261491684321042
145,2008-05-08,6.2166061010848646
146,2008-05-30,5.7745515455444085
147,2008-06-21,6.967909201801884
148,2008-06-27,7.183870715062453
149,2008-06-24,6.763884908562435
150,2008-06-25,6.931471805599453
151,2008-06-13,6.9975959829819265
152,2008-06-12,6.785587645007929
153,2008-06-11,6.156978985585555
154,2008-06-10,6.156978985585555
155,2008-06-17,7.045776576879511
156,2008-06-16,6.675823221634848
157,2008-06-15,6.688354713946762
158,2008-06-14,7.01571242048723
159,2008-06-30,5.313205979041787
160,2008-06-19,7.064759027791802
161,2008-06-18,7.080867896690782
162,2008-06-28,7.142036574706803
163,2008-06-29,6.246106765481563
164,2008-06-08,5.0689042022202315
165,2008-06-09,5.351858133476067
166,2008-06-04,5.58724865840025
167,2008-06-05,5.666426688112432
168,2008-06-06,5.676753802268282
169,2008-06-07,5.420534999272286
170,2008-06-26,7.191429330036379
171,2008-06-03,5.545177444479562
172,2008-06-22,6.3561076606958915
173,2008-06-23,6.386879319362645
174,2008-06-20,7.1372784372603855
175,2008-07-10,5.583496308781699
176,2008-07-11,5.176149732573829
177,2008-07-12,4.890349128221754
178,2008-07-07,5.908082938168931
179,2008-07-06,5.43372200355424
180,2008-07-05,5.6131281063880705
181,2008-07-04,6.192362489474872
182,2008-07-03,6.363028103540465
183,2008-07-02,6.398594934535208
184,2008-07-09,5.556828061699537
185,2008-07-08,5.652489180268651
186,2008-08-04,6.336825731146441
187,2008-08-31,5.771441123130016
188,2008-08-23,6.126869184114185
189,2008-08-11,6.184148890937483
190,2008-08-10,5.7745515455444085
191,2008-08-13,6.180016653652572
192,2008-08-12,6.251903883165888
193,2008-08-15,6.059123195581797
194,2008-08-14,6.139884552226255
195,2008-08-17,5.673323267171493
196,2008-08-16,5.662960480135946
197,2008-08-19,6.206575926724928
198,2008-08-18,6.104793232414985
199,2008-08-30,5.598421958998375
200,2008-08-02,5.424950017481403
201,2008-08-03,5.955837369464831
202,2008-08-26,6.274762021241939
203,2008-08-01,5.267858159063328
204,2008-08-06,6.255750041753367
205,2008-08-21,6.309918278226516
206,2008-08-22,6.013715156042802
207,2008-08-05,6.329720905522696
208,2008-08-08,6.104793232414985
209,2008-08-09,5.765191102784844
210,2008-08-28,6.38856140554563
211,2008-08-29,6.20050917404269
212,2008-08-24,5.902633333401366
213,2008-08-25,6.320768294250582
214,2008-08-27,6.413458957167357
215,2008-08-20,6.278521424165844
216,2008-08-07,6.263398262591624
217,2008-09-23,5.755742213586912
218,2008-09-02,6.410174881966167
219,2008-09-27,5.8805329864007
220,2008-09-26,5.4638318050256105
221,2008-09-25,5.749392985908253
222,2008-09-24,5.877735781779639
223,2008-09-09,6.091309882077698
224,2008-09-22,5.91350300563827
225,2008-09-21,5.37989735354046
226,2008-09-20,5.771441123130016
227,2008-09-05,6.345636360828596
228,2008-09-04,6.498282149476434
229,2008-09-07,5.802118375377063
230,2008-09-06,5.805134968916488
231,2008-09-01,6.1070228877422545
232,2008-09-03,6.450470422144176
233,2008-09-08,5.771441123130016
234,2008-09-28,5.872117789475416
235,2008-09-30,6.018593214496234
236,2008-09-29,6.236369590203704
237,2008-09-18,6.368187186350492
238,2008-09-19,6.408528791059498
239,2008-09-16,6.336825731146441
240,2008-09-17,6.42648845745769
241,2008-09-14,5.968707559985366
242,2008-09-15,6.3561076606958915
243,2008-09-12,6.380122536899765
244,2008-09-13,5.908082938168931
245,2008-09-10,6.154858094016418
246,2008-09-11,6.2766434893416445
247,2008-10-09,6.322565239927284
248,2008-10-08,6.436150368369428
249,2008-10-03,6.018593214496234
250,2008-10-02,5.68697535633982
251,2008-10-01,5.860786223465865
252,2008-10-07,6.380122536899765
253,2008-10-06,6.302618975744905
254,2008-10-05,5.8971538676367405
255,2008-10-04,5.973809611869261
256,2008-10-20,5.564520407322694
257,2008-10-23,5.5053315359323625
258,2008-10-25,5.017279836814924
259,2008-10-24,5.342334251964811
260,2008-10-27,5.517452896464707
261,2008-10-26,5.1647859739235145
262,2008-10-29,5.3981627015177525
263,2008-10-28,5.5053315359323625
264,2008-10-30,5.476463551931511
265,2008-10-31,5.384495062789089
266,2008-10-14,5.598421958998375
267,2008-10-15,5.717027701406222
268,2008-10-16,5.6131281063880705
269,2008-10-17,5.424950017481403
270,2008-10-10,5.998936561946683
271,2008-10-11,5.293304824724492
272,2008-10-12,5.017279836814924
273,2008-10-13,5.384495062789089
274,2008-10-18,4.990432586778736
275,2008-10-19,4.955827057601261
276,2008-11-28,6.1224928095143865
277,2008-11-29,6.0330862217988015
278,2008-11-17,6.331501849893691
279,2008-11-16,5.877735781779639
280,2008-11-15,5.8971538676367405
281,2008-11-14,6.333279628139691
282,2008-11-13,6.364750756851911
283,2008-11-12,6.516193076042964
284,2008-11-11,6.472346294500901
285,2008-11-10,6.226536669287466
286,2008-11-30,6.0112671744041615
287,2008-11-19,6.453624998892692
288,2008-11-18,6.342121418721152
289,2008-11-26,6.317164686747284
290,2008-11-27,6.295266001439646
291,2008-11-01,5.049856007249537
292,2008-11-02,4.919980925828125
293,2008-11-03,5.298317366548036
294,2008-11-04,5.497168225293202
295,2008-11-05,5.313205979041787
296,2008-11-06,6.612041034833092
297,2008-11-07,5.68697535633982
298,2008-11-08,5.438079308923196
299,2008-11-09,6.082218910376446
300,2008-11-24,6.322565239927284
301,2008-11-25,6.371611847231857
302,2008-11-22,6.089044875446846
303,2008-11-23,6.061456918928017
304,2008-11-20,6.3561076606958915
305,2008-11-21,6.289715570908998
306,2008-12-29,5.988961416889864
307,2008-12-28,5.652489180268651
308,2008-12-27,5.752572638825633
309,2008-12-26,5.638354669333745
310,2008-12-25,5.5254529391317835
311,2008-12-24,5.762051382780177
312,2008-12-23,6.0330862217988015
313,2008-12-22,6.284134161070802
314,2008-12-21,5.7430031878094825
315,2008-12-20,5.645446897643238
316,2008-12-05,6.375024819828097
317,2008-12-04,6.385194398997726
318,2008-12-07,6.163314804034641
319,2008-12-06,6.042632833682381
320,2008-12-01,6.280395838960195
321,2008-12-03,6.398594934535208
322,2008-12-02,6.42648845745769
323,2008-12-09,6.298949246855942
324,2008-12-08,6.306275286948016
325,2008-12-30,5.932245187448011
326,2008-12-31,5.91350300563827
327,2008-12-16,6.257667587882639
328,2008-12-17,6.220590170099739
329,2008-12-14,5.953243334287785
330,2008-12-15,6.234410725718371
331,2008-12-12,6.289715570908998
332,2008-12-13,5.877735781779639
333,2008-12-10,6.336825731146441
334,2008-12-11,6.202535517187923
335,2008-12-18,6.295266001439646
336,2008-12-19,6.194405391104672
337,2009-01-29,6.775366090936392
338,2009-01-19,6.799055862058796
339,2009-01-18,6.270988431858299
340,2009-01-13,7.197435354096591
341,2009-01-12,7.270312886079025
342,2009-01-11,6.710523109452428
343,2009-01-10,6.9411900550683745
344,2009-01-17,6.437751649736401
345,2009-01-16,6.728628613084702
346,2009-01-15,6.742880635791903
347,2009-01-14,6.964135612418245
348,2009-01-31,6.376726947898627
349,2009-01-30,6.693323668269949
350,2009-01-24,6.311734809152915
351,2009-01-22,6.78105762593618
352,2009-01-23,6.566672429803241
353,2009-01-20,6.705639094860003
354,2009-01-21,6.705639094860003
355,2009-01-27,6.684611727667927
356,2009-01-04,6.063785208687608
357,2009-01-05,6.326149473155099
358,2009-01-06,6.238324625039508
359,2009-01-07,8.568646473005153
360,2009-01-26,6.687108607866515
361,2009-01-01,5.556828061699537
362,2009-01-02,5.8522024797744745
363,2009-01-03,5.955837369464831
364,2009-01-28,6.70073110954781
365,2009-01-25,6.263398262591624
366,2009-01-08,8.640648995343156
367,2009-01-09,7.589335823170617
368,2009-02-23,6.654152520183219
369,2009-02-08,6.373319789577012
370,2009-02-09,6.529418838262226
371,2009-02-22,6.26530121273771
372,2009-02-21,6.536691597591305
373,2009-02-20,7.078341579557671
374,2009-02-27,6.647688373563329
375,2009-02-26,6.782192056006791
376,2009-02-25,6.625392368007956
377,2009-02-24,6.626717749249025
378,2009-02-01,6.3561076606958915
379,2009-02-03,6.742880635791903
380,2009-02-02,6.687108607866515
381,2009-02-05,6.774223886357614
382,2009-02-04,6.752270376141742
383,2009-02-07,6.306275286948016
384,2009-02-06,6.759255270663693
385,2009-02-28,6.2324480165505225
386,2009-02-18,6.674561391814426
387,2009-02-19,6.744059186311348
388,2009-02-12,6.582025138892826
389,2009-02-13,6.548219102762372
390,2009-02-10,6.641182169740591
391,2009-02-11,6.727431724850855
392,2009-02-16,6.621405651764134
393,2009-02-17,6.778784897685177
394,2009-02-14,6.1463292576688975
395,2009-02-15,6.240275845170769
396,2009-03-19,6.568077911411976
397,2009-03-18,6.57507584059962
398,2009-03-31,6.095824562432225
399,2009-03-30,5.988961416889864
400,2009-03-15,6.270988431858299
401,2009-03-14,6.184148890937483
402,2009-03-17,6.646390514847729
403,2009-03-16,6.6293632534374485
404,2009-03-11,6.655440350367647
405,2009-03-10,6.651571873589727
406,2009-03-13,6.57507584059962
407,2009-03-12,6.647688373563329
408,2009-03-26,6.542471960506805
409,2009-03-27,6.525029657843462
410,2009-03-28,5.948034989180646
411,2009-03-29,5.5134287461649825
412,2009-03-20,6.593044534142437
413,2009-03-21,6.091309882077698
414,2009-03-22,6.037870919922137
415,2009-03-23,6.618738983517219
416,2009-03-24,6.697034247666484
417,2009-03-25,6.580639137284949
418,2009-03-08,6.272877006546167
419,2009-03-09,6.678342114654332
420,2009-03-06,6.7226297948554485
421,2009-03-07,6.333279628139691
422,2009-03-04,6.955592608396297
423,2009-03-05,6.822197390620491
424,2009-03-02,6.655440350367647
425,2009-03-03,6.678342114654332
426,2009-03-01,6.29156913955832
427,2009-04-18,6.052089168924417
428,2009-04-19,6.077642243349034
429,2009-04-14,6.406879986069314
430,2009-04-15,6.721425700790643
431,2009-04-16,6.54965074223381
432,2009-04-17,6.373319789577012
433,2009-04-10,6.285998094508865
434,2009-04-11,5.961005339623274
435,2009-04-12,5.988961416889864
436,2009-04-13,6.282266746896006
437,2009-04-08,6.54965074223381
438,2009-04-30,6.501289670540389
439,2009-04-23,6.511745329644728
440,2009-04-03,6.369900982828227
441,2009-04-02,6.423246963533519
442,2009-04-01,6.093569770045136
443,2009-04-07,6.52795791762255
444,2009-04-06,6.453624998892692
445,2009-04-05,6.0112671744041615
446,2009-04-04,6.104793232414985
447,2009-04-21,6.456769655572163
448,2009-04-20,6.517671272912275
449,2009-04-09,6.5722825426940075
450,2009-04-22,6.530877627725885
451,2009-04-25,6.259581464064923
452,2009-04-24,6.453624998892692
453,2009-04-27,6.368187186350492
454,2009-04-26,6.175867270105761
455,2009-04-29,6.517671272912275
456,2009-04-28,6.539585955617669
457,2009-05-08,6.520621127558696
458,2009-05-09,6.066108090103747
459,2009-05-01,6.395261598115449
460,2009-05-02,6.003887067106539
461,2009-05-03,6.025865973825314
462,2009-05-04,6.444131256700441
463,2009-05-05,6.522092798170152
464,2009-05-06,6.548219102762372
465,2009-05-07,6.501289670540389
466,2009-05-26,6.739336627357174
467,2009-05-27,6.651571873589727
468,2009-05-24,6.008813185442595
469,2009-05-25,6.298949246855942
470,2009-05-22,6.476972362889683
471,2009-05-23,6.077642243349034
472,2009-05-20,6.591673732008658
473,2009-05-21,6.57507584059962
474,2009-05-28,6.682108597449809
475,2009-05-29,6.476972362889683
476,2009-05-19,6.647688373563329
477,2009-05-18,6.573680166960646
478,2009-05-17,6.218600119691729
479,2009-05-16,6.148468295917647
480,2009-05-15,6.561030665896573
481,2009-05-14,6.618738983517219
482,2009-05-13,6.634633357861686
483,2009-05-12,6.692083742506628
484,2009-05-11,6.570882962339584
485,2009-05-10,6.0063531596017325
486,2009-05-31,6.173786103901937
487,2009-05-30,6.131226489483141
488,2009-06-29,6.46302945692067
489,2009-06-28,6.0063531596017325
490,2009-06-30,6.516193076042964
491,2009-06-18,6.450470422144176
492,2009-06-19,6.320768294250582
493,2009-06-16,6.530877627725885
494,2009-06-17,6.51471269087253
495,2009-06-14,6.042632833682381
496,2009-06-15,6.522092798170152
497,2009-06-12,6.436150368369428
498,2009-06-13,6.054439346269371
499,2009-06-10,6.5638555265321274
500,2009-06-11,6.56244409369372
501,2009-06-23,6.456769655572163
502,2009-06-22,6.343880434126331
503,2009-06-27,5.978885764901122
504,2009-06-26,6.366470447731438
505,2009-06-25,6.473890696352274
506,2009-06-24,6.608000625296087
507,2009-06-09,6.6293632534374485
508,2009-06-08,6.459904454377535
509,2009-06-21,5.981414211254481
510,2009-06-20,5.8888779583328805
511,2009-06-05,6.489204931325317
512,2009-06-04,6.70073110954781
513,2009-06-07,5.981414211254481
514,2009-06-06,6.059123195581797
515,2009-06-01,6.536691597591305
516,2009-06-03,6.6293632534374485
517,2009-06-02,6.652863029353347
518,2009-07-02,6.3784261836515865
519,2009-07-03,6.22455842927536
520,2009-07-24,6.612041034833092
521,2009-07-01,6.511745329644728
522,2009-07-06,6.508769136971682
523,2009-07-07,6.588926477533519
524,2009-07-04,5.929589143389895
525,2009-07-05,5.831882477283517
526,2009-07-08,6.556778356158042
527,2009-07-09,6.476972362889683
528,2009-07-28,6.7661917146603505
529,2009-07-26,6.111467339502679
530,2009-07-27,6.617402977974478
531,2009-07-20,6.601230118728877
532,2009-07-21,6.630683385642372
533,2009-07-25,6.021023349349527
534,2009-07-22,7.212294468500341
535,2009-07-23,6.945051063725834
536,2009-07-31,6.489204931325317
537,2009-07-30,6.731018100482083
538,2009-07-11,5.958424693029782
539,2009-07-10,6.486160788944089
540,2009-07-13,6.455198563340122
541,2009-07-12,5.910796644040527
542,2009-07-15,6.577861357721047
543,2009-07-14,6.472346294500901
544,2009-07-17,6.507277712385012
545,2009-07-16,6.535241271013659
546,2009-07-19,6.042632833682381
547,2009-07-18,6.095824562432225
548,2009-07-29,6.727431724850855
549,2009-08-07,6.513230110912307
550,2009-08-06,6.651571873589727
551,2009-08-05,6.62273632394984
552,2009-08-04,6.660575149839686
553,2009-08-03,6.584791392385716
554,2009-08-02,6.171700597410915
555,2009-08-01,6.139884552226255
556,2009-08-25,6.717804695023691
557,2009-08-24,6.595780513961311
558,2009-08-27,6.70196036600254
559,2009-08-26,6.680854678790215
560,2009-08-21,6.55250788703459
561,2009-08-20,6.593044534142437
562,2009-08-09,6.329720905522696
563,2009-08-08,6.261491684321042
564,2009-08-29,6.327936783729195
565,2009-08-28,6.646390514847729
566,2009-08-10,6.646390514847729
567,2009-08-11,6.661854740545311
568,2009-08-12,6.6052979209482015
569,2009-08-13,6.569481420414296
570,2009-08-14,6.4967749901858625
571,2009-08-15,6.056784013228625
572,2009-08-16,6.148468295917647
573,2009-08-17,6.645090969505644
574,2009-08-18,6.731018100482083
575,2009-08-19,6.642486801367256
576,2009-08-30,6.263398262591624
577,2009-08-31,6.684611727667927
578,2009-08-23,6.093569770045136
579,2009-08-22,6.2166061010848646
580,2009-09-04,6.650279048587422
581,2009-09-28,6.505784060128229
582,2009-09-29,6.71174039505618
583,2009-09-08,6.754604099487962
584,2009-09-09,6.8001700683022
585,2009-09-22,6.720220155135295
586,2009-09-05,6.234410725718371
587,2009-09-20,6.263398262591624
588,2009-09-21,6.532334292222349
589,2009-09-06,6.2166061010848646
590,2009-09-02,6.961296045910167
591,2009-09-03,6.840546529288687
592,2009-09-07,6.566672429803241
593,2009-09-01,6.690842277418564
594,2009-09-24,6.74993119378857
595,2009-09-13,6.306275286948016
596,2009-09-12,6.263398262591624
597,2009-09-11,6.71901315438526
598,2009-09-10,6.805722553416985
599,2009-09-17,6.71174039505618
600,2009-09-16,6.7226297948554485
601,2009-09-15,6.70073110954781
602,2009-09-14,6.748759547491679
603,2009-09-30,6.70196036600254
604,2009-09-19,6.361302477572996
605,2009-09-18,6.763884908562435
606,2009-10-20,6.71174039505618
607,2009-10-21,6.785587645007929
608,2009-10-22,6.739336627357174
609,2009-10-23,6.673297967767654
610,2009-10-24,6.208590026096629
611,2009-10-25,6.261491684321042
612,2009-10-08,6.76849321164863
613,2009-10-09,6.645090969505644
614,2009-10-06,6.638567789166521
615,2009-10-07,6.694562058521095
616,2009-10-04,6.345636360828596
617,2009-10-05,6.5998704992128365
618,2009-10-02,6.8308742346461795
619,2009-10-03,6.249975242259483
620,2009-10-01,6.694562058521095
621,2009-10-26,6.634633357861686
622,2009-10-27,6.705639094860003
623,2009-10-28,6.786716950605081
624,2009-10-29,6.7357800142423265
625,2009-10-19,6.616065185132817
626,2009-10-18,6.20050917404269
627,2009-10-31,6.180016653652572
628,2009-10-30,6.6052979209482015
629,2009-10-17,6.2166061010848646
630,2009-10-11,6.3784261836515865
631,2009-10-10,6.3561076606958915
632,2009-10-13,6.674561391814426
633,2009-10-12,6.669498089857879
634,2009-11-23,6.71901315438526
635,2009-11-08,6.447305862541213
636,2009-11-18,6.57507584059962
637,2009-11-19,6.643789733147672
638,2009-11-12,6.741700694652055
639,2009-11-13,6.672032945461067
640,2009-11-10,6.698268054115413
641,2009-11-11,6.74993119378857
642,2009-11-16,6.739336627357174
643,2009-11-17,6.490723534502507
644,2009-11-14,6.306275286948016
645,2009-11-29,6.255750041753367
646,2009-11-28,6.2285110035911835
647,2009-11-30,6.591673732008658
648,2009-11-09,6.664409020350408
649,2009-11-21,6.230481447578482
650,2009-11-20,6.638567789166521
651,2009-11-27,6.398594934535208
652,2009-11-26,6.380122536899765
653,2009-11-25,6.4692503167957724
654,2009-11-24,6.595780513961311
655,2009-11-01,6.269096283706261
656,2009-11-03,6.787844982309579
657,2009-11-02,6.505784060128229
658,2009-11-05,6.866933284461882
659,2009-11-04,6.849066282633458
660,2009-11-07,6.2766434893416445
661,2009-11-06,6.646390514847729
662,2009-12-04,6.616065185132817
663,2009-12-05,6.126869184114185
664,2009-12-06,6.2285110035911835
665,2009-12-07,6.5337888379333435
666,2009-12-26,5.8377304471659395
667,2009-12-01,6.598509028614515
668,2009-12-02,6.626717749249025
669,2009-12-03,6.626717749249025
670,2009-12-28,6.22455842927536
671,2009-12-29,6.26530121273771
672,2009-12-08,6.473890696352274
673,2009-12-09,6.558197802812269
674,2009-12-22,6.555356891810665
675,2009-12-23,6.4967749901858625
676,2009-12-20,6.052089168924417
677,2009-12-19,6.049733455231958
678,2009-12-21,6.490723534502507
679,2009-12-13,6.2166061010848646
680,2009-12-12,6.249975242259483
681,2009-12-11,6.513230110912307
682,2009-12-10,6.517671272912275
683,2009-12-17,6.593044534142437
684,2009-12-16,6.499787040655854
685,2009-12-15,6.376726947898627
686,2009-12-14,6.42648845745769
687,2009-12-31,6.20050917404269
688,2009-12-30,6.18826412308259
689,2009-12-24,6.025865973825314
690,2009-12-25,5.7899601708972535
691,2009-12-18,6.502790045915623
692,2009-12-27,5.921578419643816
693,2010-01-31,6.48768401848461
694,2010-01-30,6.447305862541213
695,2010-01-11,6.692083742506628
696,2010-01-10,6.478509642208569
697,2010-01-13,6.697034247666484
698,2010-01-12,6.787844982309579
699,2010-01-15,6.816735880594968
700,2010-01-14,6.646390514847729
701,2010-01-17,6.386879319362645
702,2010-01-16,6.304448802421981
703,2010-01-19,6.890609120147166
704,2010-01-18,6.674561391814426
705,2010-01-22,6.85751406254539
706,2010-01-25,6.953684210870537
707,2010-01-20,6.859614903654202
708,2010-01-27,6.88653164253051
709,2010-01-21,6.925595197110468
710,2010-01-02,5.953243334287785
711,2010-01-03,5.968707559985366
712,2010-01-26,6.8658910748834385
713,2010-01-01,5.886104031450156
714,2010-01-06,6.539585955617669
715,2010-01-07,6.75343791859778
716,2010-01-04,6.182084906716632
717,2010-01-05,6.413458957167357
718,2010-01-08,6.579251212010101
719,2010-01-09,6.333279628139691
720,2010-01-28,6.823286122355687
721,2010-01-29,6.767343125265392
722,2010-02-28,6.498282149476434
723,2010-02-03,6.923628628138427
724,2010-02-02,6.851184927493743
725,2010-02-01,6.900730664045173
726,2010-02-07,6.504288173536645
727,2010-02-06,6.502790045915623
728,2010-02-05,6.8885724595653635
729,2010-02-04,6.988413181999592
730,2010-02-21,6.432940092739179
